,0
2413,"(162, 66)"
2414,"(162, 68)"
2415,"(162, 69)"
2416,"(162, 70)"
2417,"(167, 71)"
2418,"(169, 71)"
2419,"(177, 71)"
2420,"(177, 62)"
2421,"(178, 62)"
2422,"(179, 62)"
2423,"(180, 62)"
2424,"(181, 62)"
2425,"(182, 62)"
2426,"(183, 62)"
2427,"(184, 62)"
2428,"(185, 62)"
2429,"(186, 62)"
2430,"(187, 62)"
2431,"(188, 62)"
2432,"(189, 63)"
2433,"(189, 64)"
2434,"(189, 65)"
2435,"(191, 67)"
2436,"(192, 67)"
2437,"(193, 67)"
2438,"(197, 67)"
2439,"(188, 67)"
2440,"(187, 67)"
2441,"(186, 67)"
2442,"(195, 72)"
2443,"(195, 73)"
2444,"(195, 74)"
2445,"(192, 68)"
2446,"(192, 70)"
2447,"(192, 71)"
2448,"(192, 72)"
2449,"(192, 73)"
2450,"(191, 74)"
2451,"(190, 74)"
2452,"(188, 74)"
2453,"(192, 74)"
2454,"(193, 74)"
2455,"(196, 74)"
2456,"(197, 76)"
2457,"(197, 77)"
2458,"(198, 78)"
2459,"(199, 78)"
2460,"(200, 78)"
2461,"(201, 78)"
2462,"(202, 78)"
2463,"(203, 78)"
2464,"(204, 78)"
2465,"(205, 78)"
2466,"(206, 78)"
2467,"(207, 78)"
2468,"(208, 78)"
2469,"(203, 77)"
2470,"(203, 76)"
2471,"(203, 75)"
2472,"(203, 74)"
2473,"(203, 73)"
2474,"(203, 72)"
2475,"(203, 71)"
2476,"(203, 70)"
2477,"(203, 69)"
2478,"(203, 68)"
2479,"(204, 67)"
2480,"(205, 67)"
2481,"(206, 67)"
2482,"(207, 67)"
2483,"(208, 67)"
2484,"(209, 67)"
2485,"(210, 66)"
2486,"(210, 65)"
2487,"(210, 64)"
2488,"(210, 63)"
2489,"(210, 62)"
2490,"(210, 61)"
2491,"(210, 60)"
2492,"(210, 59)"
2493,"(210, 67)"
2494,"(210, 68)"
2495,"(210, 69)"
2496,"(210, 70)"
2497,"(210, 71)"
2498,"(210, 72)"
2499,"(210, 73)"
2500,"(209, 74)"
2501,"(208, 74)"
2502,"(207, 74)"
2503,"(206, 74)"
2504,"(205, 74)"
2505,"(204, 74)"
2506,"(202, 75)"
2507,"(202, 76)"
2508,"(202, 77)"
2509,"(202, 79)"
2510,"(202, 80)"
2511,"(201, 74)"
2512,"(200, 74)"
2513,"(202, 74)"
2514,"(203, 79)"
2515,"(203, 80)"
2516,"(203, 81)"
2517,"(210, 74)"
2518,"(211, 74)"
2519,"(212, 74)"
2520,"(213, 74)"
2521,"(214, 74)"
2522,"(211, 73)"
2523,"(211, 72)"
2524,"(211, 71)"
2525,"(211, 70)"
2526,"(211, 69)"
2527,"(211, 68)"
2528,"(209, 68)"
2529,"(208, 68)"
2530,"(207, 68)"
2531,"(206, 68)"
2532,"(205, 68)"
2533,"(204, 68)"
2534,"(202, 68)"
2535,"(203, 67)"
2536,"(202, 66)"
2537,"(202, 64)"
2538,"(202, 62)"
2539,"(202, 61)"
2540,"(202, 60)"
2541,"(202, 59)"
2542,"(202, 58)"
2543,"(202, 57)"
2544,"(202, 56)"
2545,"(203, 55)"
2546,"(211, 55)"
2547,"(212, 55)"
2548,"(213, 55)"
2549,"(214, 56)"
2550,"(214, 57)"
2551,"(213, 58)"
2552,"(212, 59)"
2553,"(213, 60)"
2554,"(214, 60)"
2555,"(215, 59)"
2556,"(215, 58)"
2557,"(215, 57)"
2558,"(215, 56)"
2559,"(215, 55)"
2560,"(215, 54)"
2561,"(215, 53)"
2562,"(215, 52)"
2563,"(215, 51)"
2564,"(215, 50)"
2565,"(215, 49)"
2566,"(215, 48)"
2567,"(216, 48)"
2568,"(217, 48)"
2569,"(218, 48)"
2570,"(219, 48)"
2571,"(220, 48)"
2572,"(221, 48)"
2573,"(222, 48)"
2574,"(223, 48)"
2575,"(224, 48)"
2576,"(225, 48)"
2577,"(226, 48)"
2578,"(227, 48)"
2579,"(228, 47)"
2580,"(229, 46)"
2581,"(230, 47)"
2582,"(230, 48)"
2583,"(230, 49)"
2584,"(230, 50)"
2585,"(229, 51)"
2586,"(228, 51)"
2587,"(227, 51)"
2588,"(226, 51)"
2589,"(225, 51)"
2590,"(224, 51)"
2591,"(223, 51)"
2592,"(222, 51)"
2593,"(221, 51)"
2594,"(220, 51)"
2595,"(219, 50)"
2596,"(220, 49)"
2597,"(221, 49)"
2598,"(222, 49)"
2599,"(223, 49)"
2600,"(224, 49)"
2601,"(225, 49)"
2602,"(226, 49)"
2603,"(227, 49)"
2604,"(228, 49)"
2605,"(229, 49)"
2606,"(219, 49)"
2607,"(218, 49)"
2608,"(217, 49)"
2609,"(216, 49)"
2610,"(214, 49)"
2611,"(213, 49)"
2612,"(218, 50)"
2613,"(218, 51)"
2614,"(218, 52)"
2615,"(218, 53)"
2616,"(218, 54)"
2617,"(218, 55)"
2618,"(218, 56)"
2619,"(218, 57)"
2620,"(218, 58)"
2621,"(218, 59)"
2622,"(218, 60)"
2623,"(217, 61)"
2624,"(216, 61)"
2625,"(215, 61)"
2626,"(214, 61)"
2627,"(213, 61)"
2628,"(212, 61)"
2629,"(211, 61)"
2630,"(209, 61)"
2631,"(218, 61)"
2632,"(219, 61)"
2633,"(217, 59)"
2634,"(216, 59)"
2635,"(214, 59)"
2636,"(213, 59)"
2637,"(211, 59)"
2638,"(209, 59)"
2639,"(208, 59)"
2640,"(207, 59)"
2641,"(206, 59)"
2642,"(205, 58)"
2643,"(205, 57)"
2644,"(205, 56)"
2645,"(205, 54)"
2646,"(204, 52)"
2647,"(203, 52)"
2648,"(202, 52)"
2649,"(201, 52)"
2650,"(200, 52)"
2651,"(199, 52)"
2652,"(200, 55)"
2653,"(200, 56)"
2654,"(200, 57)"
2655,"(200, 58)"
2656,"(200, 59)"
2657,"(200, 60)"
2658,"(200, 62)"
2659,"(197, 64)"
2660,"(196, 64)"
2661,"(193, 64)"
2662,"(192, 64)"
2663,"(191, 64)"
2664,"(190, 60)"
2665,"(190, 59)"
2666,"(190, 58)"
2667,"(190, 57)"
2668,"(190, 56)"
2669,"(190, 55)"
2670,"(192, 51)"
2671,"(193, 51)"
2672,"(194, 51)"
2673,"(195, 51)"
2674,"(196, 51)"
2675,"(198, 51)"
2676,"(199, 51)"
2677,"(200, 51)"
2678,"(201, 50)"
2679,"(201, 49)"
2680,"(201, 48)"
2681,"(201, 47)"
2682,"(201, 46)"
2683,"(201, 45)"
2684,"(201, 43)"
2685,"(201, 42)"
2686,"(201, 41)"
2687,"(201, 40)"
2688,"(201, 39)"
2689,"(201, 38)"
2690,"(201, 37)"
2691,"(201, 36)"
2692,"(201, 35)"
2693,"(201, 34)"
2694,"(200, 33)"
2695,"(199, 33)"
2696,"(197, 33)"
2697,"(196, 33)"
2698,"(195, 33)"
2699,"(201, 33)"
2700,"(202, 33)"
2701,"(203, 33)"
2702,"(204, 33)"
2703,"(205, 33)"
2704,"(206, 34)"
2705,"(206, 35)"
2706,"(206, 36)"
2707,"(206, 37)"
2708,"(206, 38)"
2709,"(206, 39)"
2710,"(206, 40)"
2711,"(206, 41)"
2712,"(206, 42)"
2713,"(206, 43)"
2714,"(206, 44)"
2715,"(207, 45)"
2716,"(208, 45)"
2717,"(209, 45)"
2718,"(210, 45)"
2719,"(211, 45)"
2720,"(212, 45)"
2721,"(213, 45)"
2722,"(214, 45)"
2723,"(215, 45)"
2724,"(213, 46)"
2725,"(213, 47)"
2726,"(213, 48)"
2727,"(213, 50)"
2728,"(213, 51)"
2729,"(212, 52)"
2730,"(211, 52)"
2731,"(210, 52)"
2732,"(209, 52)"
2733,"(208, 52)"
2734,"(207, 52)"
2735,"(206, 52)"
2736,"(213, 52)"
2737,"(214, 52)"
2738,"(216, 53)"
2739,"(216, 52)"
2740,"(216, 51)"
2741,"(216, 50)"
2742,"(216, 47)"
2743,"(216, 46)"
2744,"(216, 45)"
2745,"(216, 44)"
2746,"(216, 43)"
2747,"(215, 47)"
2748,"(214, 46)"
2749,"(214, 44)"
2750,"(214, 43)"
2751,"(215, 42)"
2752,"(216, 42)"
2753,"(217, 43)"
2754,"(217, 44)"
2755,"(217, 45)"
2756,"(217, 46)"
2757,"(217, 47)"
2758,"(217, 42)"
2759,"(217, 41)"
2760,"(217, 40)"
2761,"(216, 39)"
2762,"(215, 39)"
2763,"(214, 39)"
2764,"(213, 39)"
2765,"(212, 39)"
2766,"(211, 39)"
2767,"(210, 39)"
2768,"(209, 40)"
2769,"(209, 41)"
2770,"(209, 42)"
2771,"(209, 43)"
2772,"(209, 44)"
2773,"(209, 46)"
2774,"(209, 47)"
2775,"(209, 48)"
2776,"(209, 49)"
2777,"(208, 50)"
2778,"(209, 50)"
2779,"(210, 50)"
2780,"(211, 50)"
2781,"(212, 50)"
2782,"(214, 50)"
2783,"(217, 50)"
2784,"(219, 58)"
2785,"(220, 58)"
2786,"(221, 58)"
2787,"(222, 58)"
2788,"(223, 58)"
2789,"(224, 58)"
2790,"(225, 59)"
2791,"(225, 60)"
2792,"(225, 61)"
2793,"(225, 62)"
2794,"(225, 63)"
2795,"(225, 64)"
2796,"(225, 65)"
2797,"(225, 66)"
2798,"(225, 67)"
2799,"(225, 68)"
2800,"(225, 69)"
2801,"(225, 70)"
2802,"(225, 71)"
2803,"(224, 72)"
2804,"(223, 72)"
2805,"(222, 72)"
2806,"(221, 72)"
2807,"(220, 72)"
2808,"(219, 72)"
2809,"(218, 72)"
2810,"(217, 72)"
2811,"(216, 72)"
2812,"(215, 73)"
2813,"(215, 74)"
2814,"(215, 75)"
2815,"(215, 76)"
2816,"(215, 77)"
2817,"(216, 78)"
2818,"(217, 78)"
2819,"(218, 78)"
2820,"(219, 78)"
2821,"(220, 78)"
2822,"(221, 78)"
2823,"(222, 78)"
2824,"(223, 78)"
2825,"(224, 78)"
2826,"(225, 78)"
2827,"(226, 78)"
2828,"(227, 78)"
2829,"(228, 79)"
2830,"(228, 80)"
2831,"(228, 81)"
2832,"(228, 82)"
2833,"(228, 78)"
2834,"(228, 77)"
2835,"(228, 76)"
2836,"(228, 75)"
2837,"(228, 74)"
2838,"(228, 83)"
2839,"(228, 84)"
2840,"(229, 85)"
2841,"(230, 85)"
2842,"(231, 86)"
2843,"(231, 87)"
2844,"(231, 85)"
2845,"(231, 84)"
2846,"(231, 83)"
2847,"(231, 82)"
2848,"(231, 81)"
2849,"(231, 80)"
2850,"(231, 79)"
2851,"(231, 78)"
2852,"(231, 77)"
2853,"(231, 76)"
2854,"(231, 75)"
2855,"(232, 74)"
2856,"(233, 74)"
2857,"(234, 74)"
2858,"(235, 74)"
2859,"(236, 74)"
2860,"(237, 74)"
2861,"(238, 74)"
2862,"(231, 74)"
2863,"(230, 74)"
2864,"(229, 74)"
2865,"(227, 75)"
2866,"(227, 76)"
2867,"(227, 77)"
2868,"(227, 79)"
2869,"(227, 80)"
2870,"(227, 81)"
2871,"(226, 82)"
2872,"(225, 82)"
2873,"(224, 82)"
2874,"(223, 82)"
2875,"(222, 82)"
2876,"(221, 82)"
2877,"(220, 82)"
2878,"(219, 82)"
2879,"(218, 82)"
2880,"(217, 82)"
2881,"(216, 83)"
2882,"(216, 84)"
2883,"(216, 85)"
2884,"(216, 86)"
2885,"(216, 87)"
2886,"(216, 88)"
2887,"(216, 89)"
2888,"(216, 90)"
2889,"(216, 91)"
2890,"(216, 92)"
2891,"(216, 93)"
2892,"(217, 94)"
2893,"(218, 94)"
2894,"(219, 94)"
2895,"(220, 93)"
2896,"(220, 92)"
2897,"(220, 91)"
2898,"(220, 90)"
2899,"(220, 89)"
2900,"(220, 88)"
2901,"(220, 87)"
2902,"(220, 86)"
2903,"(220, 85)"
2904,"(220, 84)"
2905,"(220, 83)"
2906,"(221, 85)"
2907,"(222, 85)"
2908,"(223, 85)"
2909,"(224, 85)"
2910,"(225, 85)"
2911,"(226, 85)"
2912,"(227, 85)"
2913,"(228, 85)"
2914,"(232, 86)"
2915,"(232, 87)"
2916,"(232, 88)"
2917,"(232, 89)"
2918,"(232, 90)"
2919,"(232, 91)"
2920,"(232, 92)"
2921,"(232, 93)"
2922,"(231, 94)"
2923,"(230, 94)"
2924,"(229, 94)"
2925,"(228, 94)"
2926,"(227, 94)"
2927,"(226, 94)"
2928,"(225, 94)"
2929,"(224, 94)"
2930,"(223, 94)"
2931,"(222, 94)"
2932,"(221, 94)"
2933,"(220, 94)"
2934,"(216, 94)"
2935,"(215, 94)"
2936,"(214, 94)"
2937,"(213, 94)"
2938,"(212, 93)"
2939,"(212, 92)"
2940,"(212, 91)"
2941,"(212, 90)"
2942,"(212, 89)"
2943,"(212, 88)"
2944,"(212, 87)"
2945,"(212, 86)"
2946,"(212, 85)"
2947,"(211, 84)"
2948,"(210, 84)"
2949,"(209, 84)"
2950,"(208, 84)"
2951,"(212, 83)"
2952,"(212, 82)"
2953,"(212, 81)"
2954,"(212, 80)"
2955,"(213, 79)"
2956,"(213, 78)"
2957,"(213, 77)"
2958,"(214, 76)"
2959,"(216, 76)"
2960,"(217, 76)"
2961,"(218, 76)"
2962,"(219, 76)"
2963,"(220, 76)"
2964,"(221, 76)"
2965,"(222, 77)"
2966,"(222, 79)"
2967,"(222, 80)"
2968,"(221, 81)"
2969,"(220, 81)"
2970,"(219, 81)"
2971,"(218, 81)"
2972,"(217, 81)"
2973,"(216, 81)"
2974,"(215, 81)"
2975,"(214, 80)"
2976,"(214, 79)"
2977,"(214, 81)"
2978,"(214, 82)"
2979,"(214, 83)"
2980,"(214, 84)"
2981,"(214, 85)"
2982,"(214, 86)"
2983,"(214, 87)"
2984,"(214, 88)"
2985,"(214, 89)"
2986,"(214, 90)"
2987,"(213, 91)"
2988,"(211, 91)"
2989,"(210, 92)"
2990,"(210, 93)"
2991,"(210, 94)"
2992,"(210, 95)"
2993,"(210, 96)"
2994,"(210, 97)"
2995,"(210, 98)"
2996,"(210, 99)"
2997,"(210, 100)"
2998,"(210, 101)"
2999,"(210, 102)"
3000,"(210, 103)"
3001,"(210, 104)"
3002,"(209, 93)"
3003,"(208, 93)"
3004,"(207, 93)"
3005,"(206, 93)"
3006,"(205, 94)"
3007,"(205, 95)"
3008,"(205, 96)"
3009,"(205, 97)"
3010,"(205, 98)"
3011,"(205, 99)"
3012,"(206, 96)"
3013,"(207, 96)"
3014,"(208, 96)"
3015,"(209, 96)"
3016,"(211, 96)"
3017,"(212, 96)"
3018,"(213, 96)"
3019,"(214, 96)"
3020,"(215, 96)"
3021,"(216, 96)"
3022,"(217, 96)"
3023,"(218, 96)"
3024,"(219, 95)"
3025,"(219, 93)"
3026,"(219, 92)"
3027,"(218, 91)"
3028,"(217, 91)"
3029,"(215, 91)"
3030,"(214, 91)"
3031,"(210, 91)"
3032,"(209, 91)"
3033,"(208, 91)"
3034,"(209, 92)"
3035,"(211, 92)"
3036,"(213, 92)"
3037,"(214, 93)"
3038,"(214, 95)"
3039,"(214, 97)"
3040,"(214, 98)"
3041,"(208, 92)"
3042,"(207, 91)"
3043,"(207, 90)"
3044,"(207, 89)"
3045,"(207, 88)"
3046,"(207, 87)"
3047,"(206, 86)"
3048,"(205, 86)"
3049,"(204, 86)"
3050,"(203, 86)"
3051,"(202, 86)"
3052,"(201, 86)"
3053,"(200, 86)"
3054,"(199, 86)"
3055,"(198, 86)"
3056,"(197, 86)"
3057,"(196, 86)"
3058,"(195, 86)"
3059,"(194, 86)"
3060,"(193, 85)"
3061,"(194, 84)"
3062,"(195, 84)"
3063,"(196, 84)"
3064,"(197, 84)"
3065,"(198, 84)"
3066,"(199, 84)"
3067,"(200, 84)"
3068,"(201, 84)"
3069,"(202, 84)"
3070,"(203, 84)"
3071,"(204, 84)"
3072,"(205, 83)"
3073,"(205, 82)"
3074,"(205, 81)"
3075,"(205, 80)"
3076,"(205, 79)"
3077,"(205, 77)"
3078,"(205, 76)"
3079,"(206, 77)"
3080,"(206, 76)"
3081,"(206, 75)"
3082,"(206, 73)"
3083,"(206, 72)"
3084,"(206, 71)"
3085,"(206, 70)"
3086,"(206, 69)"
3087,"(206, 79)"
3088,"(204, 77)"
3089,"(204, 80)"
3090,"(206, 80)"
3091,"(207, 79)"
3092,"(207, 77)"
3093,"(207, 76)"
3094,"(207, 75)"
3095,"(207, 73)"
3096,"(207, 72)"
3097,"(208, 71)"
3098,"(209, 71)"
3099,"(212, 71)"
3100,"(213, 71)"
3101,"(214, 71)"
3102,"(215, 71)"
3103,"(216, 71)"
3104,"(217, 71)"
3105,"(211, 67)"
3106,"(211, 66)"
3107,"(209, 65)"
3108,"(208, 65)"
3109,"(207, 65)"
3110,"(206, 65)"
3111,"(205, 65)"
3112,"(204, 65)"
3113,"(192, 76)"
3114,"(192, 77)"
3115,"(192, 78)"
3116,"(192, 79)"
3117,"(193, 80)"
3118,"(194, 80)"
3119,"(195, 80)"
3120,"(196, 81)"
3121,"(196, 82)"
3122,"(196, 83)"
3123,"(196, 85)"
3124,"(196, 87)"
3125,"(196, 88)"
3126,"(196, 89)"
3127,"(196, 90)"
3128,"(196, 91)"
3129,"(196, 92)"
3130,"(196, 93)"
3131,"(197, 94)"
3132,"(198, 94)"
3133,"(199, 94)"
3134,"(200, 94)"
3135,"(201, 94)"
3136,"(202, 94)"
3137,"(203, 94)"
3138,"(204, 93)"
3139,"(204, 92)"
3140,"(204, 91)"
3141,"(204, 90)"
3142,"(204, 89)"
3143,"(204, 88)"
3144,"(204, 87)"
3145,"(204, 85)"
3146,"(205, 84)"
3147,"(206, 84)"
3148,"(207, 84)"
3149,"(209, 83)"
3150,"(209, 82)"
3151,"(209, 81)"
3152,"(209, 80)"
3153,"(209, 79)"
3154,"(209, 78)"
3155,"(210, 77)"
3156,"(211, 78)"
3157,"(211, 79)"
3158,"(211, 80)"
3159,"(211, 81)"
3160,"(211, 82)"
3161,"(211, 83)"
3162,"(211, 85)"
3163,"(211, 86)"
3164,"(213, 87)"
3165,"(215, 87)"
3166,"(217, 87)"
3167,"(211, 87)"
3168,"(210, 87)"
3169,"(209, 87)"
3170,"(208, 87)"
3171,"(213, 86)"
3172,"(215, 85)"
3173,"(215, 84)"
3174,"(215, 83)"
3175,"(215, 82)"
3176,"(215, 80)"
3177,"(215, 79)"
3178,"(215, 78)"
3179,"(216, 75)"
3180,"(217, 75)"
3181,"(218, 75)"
3182,"(219, 75)"
3183,"(220, 75)"
3184,"(221, 75)"
3185,"(222, 75)"
3186,"(223, 75)"
3187,"(224, 76)"
3188,"(224, 77)"
3189,"(224, 79)"
3190,"(224, 80)"
3191,"(224, 81)"
3192,"(224, 83)"
3193,"(224, 84)"
3194,"(224, 86)"
3195,"(224, 87)"
3196,"(224, 88)"
3197,"(224, 89)"
3198,"(225, 90)"
3199,"(226, 90)"
3200,"(227, 90)"
3201,"(228, 90)"
3202,"(229, 91)"
3203,"(229, 92)"
3204,"(229, 93)"
3205,"(229, 90)"
3206,"(229, 89)"
3207,"(229, 88)"
3208,"(229, 87)"
3209,"(229, 86)"
3210,"(229, 84)"
3211,"(229, 83)"
3212,"(229, 82)"
3213,"(229, 81)"
3214,"(230, 81)"
3215,"(230, 80)"
3216,"(230, 79)"
3217,"(230, 78)"
3218,"(230, 77)"
3219,"(230, 76)"
3220,"(230, 75)"
3221,"(230, 73)"
3222,"(230, 72)"
3223,"(230, 71)"
3224,"(230, 70)"
3225,"(230, 69)"
3226,"(230, 68)"
3227,"(230, 67)"
3228,"(231, 66)"
3229,"(232, 66)"
3230,"(233, 66)"
3231,"(234, 66)"
3232,"(235, 66)"
3233,"(236, 66)"
3234,"(237, 66)"
3235,"(238, 66)"
3236,"(239, 66)"
3237,"(240, 66)"
3238,"(241, 66)"
3239,"(230, 66)"
3240,"(229, 66)"
3241,"(228, 66)"
3242,"(242, 65)"
3243,"(242, 64)"
3244,"(242, 63)"
3245,"(242, 62)"
3246,"(242, 61)"
3247,"(242, 60)"
3248,"(242, 59)"
3249,"(242, 58)"
3250,"(242, 57)"
3251,"(242, 66)"
3252,"(242, 67)"
3253,"(242, 68)"
3254,"(242, 69)"
3255,"(243, 70)"
3256,"(244, 70)"
3257,"(245, 70)"
3258,"(246, 70)"
3259,"(247, 70)"
3260,"(248, 70)"
3261,"(249, 70)"
3262,"(250, 70)"
3263,"(251, 70)"
3264,"(252, 70)"
3265,"(253, 70)"
3266,"(254, 70)"
3267,"(255, 70)"
3268,"(243, 63)"
3269,"(244, 63)"
3270,"(245, 63)"
3271,"(241, 63)"
3272,"(240, 63)"
3273,"(239, 63)"
3274,"(238, 63)"
3275,"(237, 63)"
3276,"(236, 63)"
3277,"(235, 63)"
3278,"(234, 64)"
3279,"(234, 65)"
3280,"(234, 67)"
3281,"(234, 68)"
3282,"(234, 69)"
3283,"(234, 70)"
3284,"(234, 71)"
3285,"(234, 72)"
3286,"(234, 73)"
3287,"(234, 75)"
3288,"(234, 76)"
3289,"(233, 77)"
3290,"(232, 77)"
3291,"(231, 88)"
3292,"(231, 89)"
3293,"(231, 90)"
3294,"(230, 91)"
3295,"(230, 92)"
3296,"(230, 93)"
3297,"(230, 95)"
3298,"(230, 96)"
3299,"(230, 97)"
3300,"(231, 98)"
3301,"(232, 98)"
3302,"(233, 98)"
3303,"(234, 98)"
3304,"(235, 98)"
3305,"(236, 98)"
3306,"(237, 98)"
3307,"(238, 98)"
3308,"(239, 98)"
3309,"(240, 98)"
3310,"(235, 97)"
3311,"(235, 96)"
3312,"(235, 95)"
3313,"(235, 94)"
3314,"(234, 93)"
3315,"(233, 93)"
3316,"(231, 93)"
3317,"(228, 93)"
3318,"(227, 93)"
3319,"(226, 93)"
3320,"(225, 95)"
3321,"(225, 96)"
3322,"(226, 97)"
3323,"(227, 97)"
3324,"(228, 97)"
3325,"(229, 97)"
3326,"(231, 97)"
3327,"(232, 97)"
3328,"(233, 97)"
3329,"(234, 97)"
3330,"(236, 97)"
3331,"(237, 96)"
3332,"(237, 95)"
3333,"(237, 94)"
3334,"(237, 93)"
3335,"(237, 92)"
3336,"(237, 91)"
3337,"(237, 90)"
3338,"(237, 89)"
3339,"(236, 88)"
3340,"(235, 88)"
3341,"(234, 88)"
3342,"(233, 88)"
3343,"(230, 88)"
3344,"(228, 88)"
3345,"(228, 89)"
3346,"(228, 91)"
3347,"(228, 92)"
3348,"(228, 95)"
3349,"(228, 96)"
3350,"(228, 98)"
3351,"(228, 99)"
3352,"(229, 100)"
3353,"(230, 100)"
3354,"(231, 100)"
3355,"(232, 100)"
3356,"(233, 100)"
3357,"(234, 99)"
3358,"(241, 98)"
3359,"(242, 98)"
3360,"(243, 98)"
3361,"(244, 98)"
3362,"(245, 98)"
3363,"(246, 99)"
3364,"(246, 100)"
3365,"(246, 101)"
3366,"(246, 102)"
3367,"(246, 103)"
3368,"(246, 104)"
3369,"(246, 105)"
3370,"(246, 106)"
3371,"(246, 107)"
3372,"(245, 108)"
3373,"(244, 108)"
3374,"(243, 108)"
3375,"(242, 109)"
3376,"(242, 110)"
3377,"(242, 111)"
3378,"(242, 112)"
3379,"(242, 113)"
3380,"(242, 114)"
3381,"(242, 115)"
3382,"(242, 116)"
3383,"(242, 117)"
3384,"(242, 118)"
3385,"(241, 119)"
3386,"(240, 119)"
3387,"(239, 119)"
3388,"(238, 119)"
3389,"(237, 119)"
3390,"(236, 119)"
3391,"(235, 120)"
3392,"(235, 121)"
3393,"(235, 122)"
3394,"(235, 123)"
3395,"(235, 124)"
3396,"(235, 125)"
3397,"(235, 126)"
3398,"(235, 127)"
3399,"(235, 128)"
3400,"(235, 129)"
3401,"(235, 130)"
3402,"(235, 131)"
3403,"(235, 132)"
3404,"(234, 133)"
3405,"(233, 133)"
3406,"(232, 132)"
3407,"(232, 131)"
3408,"(232, 130)"
3409,"(232, 129)"
3410,"(232, 128)"
3411,"(232, 127)"
3412,"(233, 126)"
3413,"(234, 126)"
3414,"(236, 126)"
3415,"(237, 126)"
3416,"(238, 126)"
3417,"(239, 126)"
3418,"(240, 126)"
3419,"(241, 126)"
3420,"(242, 126)"
3421,"(232, 126)"
3422,"(242, 125)"
3423,"(242, 124)"
3424,"(243, 123)"
3425,"(244, 123)"
3426,"(245, 123)"
3427,"(246, 123)"
3428,"(247, 122)"
3429,"(247, 121)"
3430,"(247, 120)"
3431,"(247, 119)"
3432,"(247, 118)"
3433,"(247, 117)"
3434,"(247, 116)"
3435,"(247, 123)"
3436,"(247, 124)"
3437,"(247, 125)"
3438,"(247, 126)"
3439,"(248, 126)"
3440,"(249, 126)"
3441,"(250, 126)"
3442,"(251, 126)"
3443,"(252, 126)"
3444,"(253, 126)"
3445,"(254, 126)"
3446,"(255, 126)"
3447,"(256, 126)"
3448,"(257, 126)"
3449,"(258, 126)"
3450,"(259, 126)"
3451,"(260, 126)"
3452,"(261, 126)"
3453,"(262, 127)"
3454,"(262, 128)"
3455,"(262, 129)"
3456,"(263, 130)"
3457,"(264, 130)"
3458,"(265, 130)"
3459,"(266, 130)"
3460,"(267, 130)"
3461,"(268, 129)"
3462,"(268, 128)"
3463,"(268, 127)"
3464,"(268, 126)"
3465,"(269, 125)"
3466,"(270, 125)"
3467,"(271, 125)"
3468,"(272, 125)"
3469,"(273, 125)"
3470,"(274, 125)"
3471,"(275, 125)"
3472,"(276, 125)"
3473,"(275, 126)"
3474,"(275, 127)"
3475,"(275, 128)"
3476,"(275, 129)"
3477,"(275, 130)"
3478,"(275, 131)"
3479,"(274, 132)"
3480,"(273, 132)"
3481,"(272, 132)"
3482,"(271, 132)"
3483,"(270, 132)"
3484,"(269, 132)"
3485,"(268, 132)"
3486,"(267, 132)"
3487,"(266, 132)"
3488,"(265, 132)"
3489,"(264, 132)"
3490,"(263, 131)"
3491,"(263, 129)"
3492,"(263, 128)"
3493,"(263, 127)"
3494,"(263, 126)"
3495,"(263, 125)"
3496,"(263, 132)"
3497,"(263, 133)"
3498,"(263, 134)"
3499,"(263, 135)"
3500,"(263, 136)"
3501,"(262, 137)"
3502,"(261, 137)"
3503,"(260, 137)"
3504,"(259, 137)"
3505,"(258, 137)"
3506,"(257, 137)"
3507,"(256, 136)"
3508,"(256, 135)"
3509,"(256, 134)"
3510,"(256, 133)"
3511,"(256, 132)"
3512,"(256, 131)"
3513,"(256, 130)"
3514,"(256, 129)"
3515,"(256, 128)"
3516,"(256, 127)"
3517,"(256, 125)"
3518,"(255, 124)"
3519,"(254, 124)"
3520,"(253, 124)"
3521,"(252, 124)"
3522,"(251, 124)"
3523,"(250, 124)"
3524,"(249, 124)"
3525,"(248, 124)"
3526,"(247, 127)"
3527,"(247, 128)"
3528,"(247, 129)"
3529,"(247, 130)"
3530,"(247, 131)"
3531,"(247, 132)"
3532,"(247, 133)"
3533,"(247, 134)"
3534,"(247, 135)"
3535,"(246, 136)"
3536,"(245, 136)"
3537,"(244, 136)"
3538,"(243, 135)"
3539,"(243, 134)"
3540,"(243, 133)"
3541,"(243, 132)"
3542,"(243, 131)"
3543,"(243, 130)"
3544,"(243, 129)"
3545,"(243, 128)"
3546,"(243, 127)"
3547,"(243, 126)"
3548,"(243, 125)"
3549,"(243, 124)"
3550,"(243, 122)"
3551,"(244, 121)"
3552,"(245, 121)"
3553,"(244, 122)"
3554,"(242, 122)"
3555,"(241, 122)"
3556,"(240, 122)"
3557,"(239, 122)"
3558,"(238, 122)"
3559,"(237, 122)"
3560,"(236, 123)"
3561,"(236, 124)"
3562,"(236, 125)"
3563,"(236, 127)"
3564,"(236, 128)"
3565,"(236, 129)"
3566,"(236, 130)"
3567,"(236, 131)"
3568,"(236, 132)"
3569,"(236, 133)"
3570,"(236, 134)"
3571,"(236, 135)"
3572,"(236, 136)"
3573,"(237, 124)"
3574,"(238, 124)"
3575,"(239, 124)"
3576,"(240, 124)"
3577,"(241, 124)"
3578,"(244, 124)"
